Year;Ceremony;Award;Winner;Name;Film
1977;50;Music (Original Song Score and Its Adaptation or Adaptation Score);FALSE;Pete's Dragon ;"Song Score by Al Kasha and Joel Hirschhorn; Adaptation Score by Irwin Kostal"
1977;50;Music (Original Song Score and Its Adaptation or Adaptation Score);FALSE;The Slipper and the Rose--The Story of Cinderella ;"Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by Angela Morley"
1977;50;Music (Original Song);FALSE;"""Candle On The Water"" from Pete's Dragon";Music and Lyrics by Al Kasha and Joel Hirschhorn
1977;50;Music (Original Song);FALSE;"""Nobody Does It Better"" from The Spy Who Loved Me";"Music by Marvin Hamlisch; Lyrics by Carole Bayer Sager"
1977;50;Music (Original Song);FALSE;"""The Slipper And The Rose Waltz (He Danced With Me/She Danced With Me)"" from The Slipper and the Rose--The Story of Cinderella";Music and Lyrics by Richard M. Sherman and Robert B. Sherman
1977;50;Music (Original Song);FALSE;"""Someone's Waiting For You"" from The Rescuers";"Music by Sammy Fain; Lyrics by Carol Connors and Ayn Robbins"
1977;50;Music (Original Song);TRUE;"""You Light Up My Life"" from You Light Up My Life";Music and Lyrics by Joseph Brooks
1977;50;Best Picture;TRUE;Annie Hall ;Charles H. Joffe, Producer
1977;50;Best Picture;FALSE;The Goodbye Girl ;Ray Stark, Producer
1977;50;Best Picture;FALSE;Julia ;Richard Roth, Producer
1977;50;Best Picture;FALSE;Star Wars ;Gary Kurtz, Producer
1977;50;Best Picture;FALSE;The Turning Point ;Herbert Ross and Arthur Laurents, Producers
1977;50;Short Film (Animated);FALSE;The Bead Game ;Ishu Patel, Producer
1977;50;Short Film (Animated);FALSE;The Doonesbury Special ;John Hubley, Faith Hubley and Garry Trudeau, Producers
1977;50;Short Film (Animated);FALSE;Jimmy the C ;James Picker, Robert Grossman and Craig Whitaker, Producers
1977;50;Short Film (Animated);TRUE;The Sand Castle ;Co Hoedeman, Producer
1977;50;Short Film (Live Action);FALSE;The Absent-Minded Waiter ;William E. McEuen, Producer
1977;50;Short Film (Live Action);FALSE;Floating Free ;Jerry Butts, Producer
1977;50;Short Film (Live Action);TRUE;I'll Find a Way ;Beverly Shaffer and Yuki Yoshida, Producers
1977;50;Short Film (Live Action);FALSE;Notes on the Popular Arts ;Saul Bass, Producer
1977;50;Short Film (Live Action);FALSE;Spaceborne ;Philip Dauber, Producer
1977;50;Sound;FALSE;Close Encounters of the Third Kind ;Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa
1977;50;Sound;FALSE;The Deep ;Walter Goss, Dick Alexander, Tom Beckert, Robin Gregory
1977;50;Sound;FALSE;Sorcerer ;Robert Knudson, Robert J. Glass, Richard Tyler, Jean-Louis Ducarme
1977;50;Sound;TRUE;Star Wars ;Don MacDougall, Ray West, Bob Minkler, Derek Ball
1977;50;Sound;FALSE;The Turning Point ;Theodore Soderberg, Paul Wells, Douglas O. Williams, Jerry Jost
1977;50;Visual Effects;FALSE;Close Encounters of the Third Kind ;Roy Arbogast, Douglas Trumbull, Matthew Yuricich, Gregory Jein, Richard Yuricich
1977;50;Visual Effects;TRUE;Star Wars ;John Stears, John Dykstra, Richard Edlund, Grant McCune, Robert Blalack
1977;50;Writing (Screenplay, Based on Material from Another Medium);FALSE;Equus ;Peter Shaffer
1977;50;Writing (Screenplay, Based on Material from Another Medium);FALSE;I Never Promised You a Rose Garden ;Gavin Lambert, Lewis John Carlino
1977;50;Writing (Screenplay, Based on Material from Another Medium);TRUE;Julia ;Alvin Sargent
1977;50;Writing (Screenplay, Based on Material from Another Medium);FALSE;Oh, God! ;Larry Gelbart
1977;50;Writing (Screenplay, Based on Material from Another Medium);FALSE;That Obscure Object of Desire ;Luis Buñuel, Jean-Claude Carrière
1977;50;Writing (Screenplay Written Directly for the Screen, Based on Factual Material or on Story Material Not Previously Published or Produced);TRUE;Annie Hall ;Woody Allen, Marshall Brickman
1977;50;Writing (Screenplay Written Directly for the Screen, Based on Factual Material or on Story Material Not Previously Published or Produced);FALSE;The Goodbye Girl ;Neil Simon
1977;50;Writing (Screenplay Written Directly for the Screen, Based on Factual Material or on Story Material Not Previously Published or Produced);FALSE;The Late Show ;Robert Benton
1977;50;Writing (Screenplay Written Directly for the Screen, Based on Factual Material or on Story Material Not Previously Published or Produced);FALSE;Star Wars ;George Lucas
1977;50;Writing (Screenplay Written Directly for the Screen, Based on Factual Material or on Story Material Not Previously Published or Produced);FALSE;The Turning Point ;Arthur Laurents
1977;50;Special Achievement Award;TRUE;Benjamin Burtt, Jr.;Star Wars
1977;50;Special Achievement Award (Sound Effects Editing);TRUE;Close Encounters of the Third Kind ;Frank E. Warner
1977;50;Jean Hersholt Humanitarian Award;TRUE;Charlton Heston;
1977;50;Honorary Award;TRUE;Margaret Booth;
1977;50;Irving G. Thalberg Memorial Award;TRUE;Walter Mirisch;
1977;50;Medal of Commendation;TRUE;Gordon E. Sawyer;
1977;50;Medal of Commendation;TRUE;Sidney Paul Solow;
1978;51;Actor in a Leading Role;FALSE;Warren Beatty;Heaven Can Wait
1978;51;Actor in a Leading Role;FALSE;Gary Busey;The Buddy Holly Story
1978;51;Actor in a Leading Role;FALSE;Robert De Niro;The Deer Hunter
1978;51;Actor in a Leading Role;FALSE;Laurence Olivier;The Boys from Brazil
1978;51;Actor in a Leading Role;TRUE;Jon Voight;Coming Home
1978;51;Actor in a Supporting Role;FALSE;Bruce Dern;Coming Home
1978;51;Actor in a Supporting Role;FALSE;Richard Farnsworth;Comes a Horseman
1978;51;Actor in a Supporting Role;FALSE;John Hurt;Midnight Express
1978;51;Actor in a Supporting Role;TRUE;Christopher Walken;The Deer Hunter
1978;51;Actor in a Supporting Role;FALSE;Jack Warden;Heaven Can Wait
1978;51;Actress in a Leading Role;FALSE;Ingrid Bergman;Autumn Sonata
1978;51;Actress in a Leading Role;FALSE;Ellen Burstyn;Same Time, Next Year
1978;51;Actress in a Leading Role;FALSE;Jill Clayburgh;An Unmarried Woman
1978;51;Actress in a Leading Role;TRUE;Jane Fonda;Coming Home
1978;51;Actress in a Leading Role;FALSE;Geraldine Page;Interiors
1978;51;Actress in a Supporting Role;FALSE;Dyan Cannon;Heaven Can Wait
1978;51;Actress in a Supporting Role;FALSE;Penelope Milford;Coming Home
1978;51;Actress in a Supporting Role;TRUE;Maggie Smith;California Suite
1978;51;Actress in a Supporting Role;FALSE;Maureen Stapleton;Interiors
1978;51;Actress in a Supporting Role;FALSE;Meryl Streep;The Deer Hunter
1978;51;Art Direction;FALSE;The Brink's Job ;"Art Direction: Dean Tavoularis, Angelo Graham; Set Decoration: George R. Nelson, Bruce Kay"
1978;51;Art Direction;FALSE;California Suite ;"Art Direction: Albert Brenner; Set Decoration: Marvin March"
1978;51;Art Direction;TRUE;Heaven Can Wait ;"Art Direction: Paul Sylbert, Edwin O'Donovan; Set Decoration: George Gaines"
1978;51;Art Direction;FALSE;Interiors ;"Art Direction: Mel Bourne; Set Decoration: Daniel Robert"
1978;51;Art Direction;FALSE;The Wiz ;"Art Direction: Tony Walton, Philip Rosenberg; Set Decoration: Edward Stewart, Robert Drumheller"
1978;51;Cinematography;TRUE;Days of Heaven ;Nestor Almendros
1978;51;Cinematography;FALSE;The Deer Hunter ;Vilmos Zsigmond
1978;51;Cinematography;FALSE;Heaven Can Wait ;William A. Fraker
1978;51;Cinematography;FALSE;Same Time, Next Year ;Robert Surtees
1978;51;Cinematography;FALSE;The Wiz ;Oswald Morris
1978;51;Costume Design;FALSE;Caravans ;Renie Conley
1978;51;Costume Design;FALSE;Days of Heaven ;Patricia Norris
1978;51;Costume Design;TRUE;Death on the Nile ;Anthony Powell
1978;51;Costume Design;FALSE;The Swarm ;Paul Zastupnevich
1978;51;Costume Design;FALSE;The Wiz ;Tony Walton
1978;51;Directing;FALSE;Coming Home ;Hal Ashby
1978;51;Directing;TRUE;The Deer Hunter ;Michael Cimino
1978;51;Directing;FALSE;Heaven Can Wait ;Warren Beatty, Buck Henry
1978;51;Directing;FALSE;Interiors ;Woody Allen
1978;51;Directing;FALSE;Midnight Express ;Alan Parker
1978;51;Documentary (Feature);FALSE;The Lovers' Wind ;Albert Lamorisse, Producer
1978;51;Documentary (Feature);FALSE;Mysterious Castles of Clay ;Alan Root, Producer
1978;51;Documentary (Feature);FALSE;Raoni ;Jean-Pierre Dutilleux, Barry Williams and Michel Gast, Producers
1978;51;Documentary (Feature);TRUE;Scared Straight! ;Arnold Shapiro, Producer
1978;51;Documentary (Feature);FALSE;With Babies and Banners: Story of the Women's Emergency Brigade ;Anne Bohlen, Lyn Goldfarb and Lorraine Gray, Producers
1978;51;Documentary (Short Subject);FALSE;The Divided Trail: A Native American Odyssey ;Jerry Aronson, Producer
1978;51;Documentary (Short Subject);FALSE;An Encounter with Faces ;K.K. Kapil, Producer
1978;51;Documentary (Short Subject);TRUE;The Flight of the Gossamer Condor ;Jacqueline Phillips Shedd and Ben Shedd, Producers
1978;51;Documentary (Short Subject);FALSE;Goodnight Miss Ann ;August Cinquegrana, Producer
1978;51;Documentary (Short Subject);FALSE;Squires of San Quentin ;J. Gary Mitchell, Producer
1978;51;Film Editing;FALSE;The Boys from Brazil ;Robert E. Swink
1978;51;Film Editing;FALSE;Coming Home ;Don Zimmerman
1978;51;Film Editing;TRUE;The Deer Hunter ;Peter Zinner
1978;51;Film Editing;FALSE;Midnight Express ;Gerry Hambling
1978;51;Film Editing;FALSE;Superman ;Stuart Baird
1978;51;Foreign Language Film;TRUE;Get Out Your Handkerchiefs ;France
1978;51;Foreign Language Film;FALSE;The Glass Cell ;German Federal Republic
1978;51;Foreign Language Film;FALSE;Hungarians ;Hungary
1978;51;Foreign Language Film;FALSE;Viva Italia! ;Italy
1978;51;Foreign Language Film;FALSE;White Bim Black Ear ;Union of Soviet Socialist Republics
1978;51;Music (Adaptation Score);TRUE;The Buddy Holly Story ;Joe Renzetti
1978;51;Music (Adaptation Score);FALSE;Pretty Baby ;Jerry Wexler
1978;51;Music (Adaptation Score);FALSE;The Wiz ;Quincy Jones
1978;51;Music (Original Score);FALSE;The Boys from Brazil ;Jerry Goldsmith
1978;51;Music (Original Score);FALSE;Days of Heaven ;Ennio Morricone
1978;51;Music (Original Score);FALSE;Heaven Can Wait ;Dave Grusin
1978;51;Music (Original Score);TRUE;Midnight Express ;Giorgio Moroder
1978;51;Music (Original Score);FALSE;Superman ;John Williams
1978;51;Music (Original Song);FALSE;"""Hopelessly Devoted To You"" from Grease";Music and Lyrics by John Farrar
1978;51;Music (Original Song);TRUE;"""Last Dance"" from Thank God It's Friday";Music and Lyrics by Paul Jabara
1978;51;Music (Original Song);FALSE;"""The Last Time I Felt Like This"" from Same Time, Next Year";"Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman"
1978;51;Music (Original Song);FALSE;"""Ready To Take A Chance Again"" from Foul Play";"Music by Charles Fox; Lyrics by Norman Gimbel"
1978;51;Music (Original Song);FALSE;"""When You're Loved"" from The Magic of Lassie";Music and Lyrics by Richard M. Sherman and Robert B. Sherman
1978;51;Best Picture;FALSE;Coming Home ;Jerome Hellman, Producer
1978;51;Best Picture;TRUE;The Deer Hunter ;Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers
1978;51;Best Picture;FALSE;Heaven Can Wait ;Warren Beatty, Producer
1978;51;Best Picture;FALSE;Midnight Express ;Alan Marshall and David Puttnam, Producers
1978;51;Best Picture;FALSE;An Unmarried Woman ;Paul Mazursky and Tony Ray, Producers
1978;51;Short Film (Animated);FALSE;Oh My Darling ;Nico Crama, Producer
1978;51;Short Film (Animated);FALSE;Rip Van Winkle ;Will Vinton, Producer
1978;51;Short Film (Animated);TRUE;Special Delivery ;Eunice Macaulay and John Weldon, Producers
1978;51;Short Film (Live Action);FALSE;A Different Approach ;Jim Belcher and Fern Field, Producers
1978;51;Short Film (Live Action);FALSE;Mandy's Grandmother ;Andrew Sugerman, Producer
1978;51;Short Film (Live Action);FALSE;Strange Fruit ;Seth Pinsker, Producer
1978;51;Short Film (Live Action);TRUE;Teenage Father ;Taylor Hackford, Producer
1978;51;Sound;FALSE;The Buddy Holly Story ;Tex Rudloff, Joel Fein, Curly Thirlwell, Willie Burton
1978;51;Sound;FALSE;Days of Heaven ;John K. Wilkinson, Robert W. Glass, Jr., John T. Reitz, Barry Thomas
1978;51;Sound;TRUE;The Deer Hunter ;Richard Portman, William McCaughey, Aaron Rochin, Darin Knight
1978;51;Sound;FALSE;Hooper ;Robert Knudson, Robert J. Glass, Don MacDougall, Jack Solomon
1978;51;Sound;FALSE;Superman ;Gordon K. McCallum, Graham Hartstone, Nicolas Le Messurier, Roy Charman
1978;51;Writing (Screenplay Based on Material from Another Medium);FALSE;Bloodbrothers ;Walter Newman
1978;51;Writing (Screenplay Based on Material from Another Medium);FALSE;California Suite ;Neil Simon
1978;51;Writing (Screenplay Based on Material from Another Medium);FALSE;Heaven Can Wait ;Elaine May, Warren Beatty
1978;51;Writing (Screenplay Based on Material from Another Medium);TRUE;Midnight Express ;Oliver Stone
1978;51;Writing (Screenplay Based on Material from Another Medium);FALSE;Same Time, Next Year ;Bernard Slade
1978;51;Writing (Screenplay Written Directly for the Screen);FALSE;Autumn Sonata ;Ingmar Bergman
1978;51;Writing (Screenplay Written Directly for the Screen);TRUE;Coming Home ;"Story by Nancy Dowd; Screenplay by Waldo Salt, Robert C. Jones"
1978;51;Writing (Screenplay Written Directly for the Screen);FALSE;The Deer Hunter ;"Story by Michael Cimino, Deric Washburn, Louis Garfinkle, Quinn K. Redeker; Screenplay by Deric Washburn"
1978;51;Writing (Screenplay Written Directly for the Screen);FALSE;Interiors ;Woody Allen
1978;51;Writing (Screenplay Written Directly for the Screen);FALSE;An Unmarried Woman ;Paul Mazursky
1978;51;Special Achievement Award (Visual Effects);TRUE;Superman ;Les Bowie, Colin Chilvers, Denys Coop, Roy Field, Derek Meddings, Zoran Perisic
1978;51;Jean Hersholt Humanitarian Award;TRUE;Leo Jaffe;
1978;51;Honorary Award;TRUE;Walter Lantz;
1978;51;Honorary Award;TRUE;The Museum of Modern Art Department of Film;
1978;51;Honorary Award;TRUE;Laurence Olivier;
1978;51;Honorary Award;TRUE;King Vidor;
1978;51;Medal of Commendation;TRUE;Linwood G. Dunn;
1978;51;Medal of Commendation;TRUE;Loren L. Ryder;
1978;51;Medal of Commendation;TRUE;Waldon O. Watson;
1979;52;Actor in a Leading Role;TRUE;Dustin Hoffman;Kramer vs. Kramer
1979;52;Actor in a Leading Role;FALSE;Jack Lemmon;The China Syndrome
1979;52;Actor in a Leading Role;FALSE;Al Pacino;...And Justice for All
1979;52;Actor in a Leading Role;FALSE;Roy Scheider;All That Jazz
1979;52;Actor in a Leading Role;FALSE;Peter Sellers;Being There
1979;52;Actor in a Supporting Role;TRUE;Melvyn Douglas;Being There
1979;52;Actor in a Supporting Role;FALSE;Robert Duvall;Apocalypse Now
1979;52;Actor in a Supporting Role;FALSE;Frederic Forrest;The Rose
1979;52;Actor in a Supporting Role;FALSE;Justin Henry;Kramer vs. Kramer
1979;52;Actor in a Supporting Role;FALSE;Mickey Rooney;The Black Stallion
1979;52;Actress in a Leading Role;FALSE;Jill Clayburgh;Starting Over
1979;52;Actress in a Leading Role;TRUE;Sally Field;Norma Rae
1979;52;Actress in a Leading Role;FALSE;Jane Fonda;The China Syndrome
1979;52;Actress in a Leading Role;FALSE;Marsha Mason;Chapter Two
1979;52;Actress in a Leading Role;FALSE;Bette Midler;The Rose
1979;52;Actress in a Supporting Role;FALSE;Jane Alexander;Kramer vs. Kramer
1979;52;Actress in a Supporting Role;FALSE;Barbara Barrie;Breaking Away
1979;52;Actress in a Supporting Role;FALSE;Candice Bergen;Starting Over
1979;52;Actress in a Supporting Role;FALSE;Mariel Hemingway;Manhattan
1979;52;Actress in a Supporting Role;TRUE;Meryl Streep;Kramer vs. Kramer
1979;52;Art Direction;FALSE;Alien ;"Art Direction: Michael Seymour, Les Dilley, Roger Christian; Set Decoration: Ian Whittaker"
1979;52;Art Direction;TRUE;All That Jazz ;"Art Direction: Philip Rosenberg, Tony Walton; Set Decoration: Edward Stewart, Gary Brink"
1979;52;Art Direction;FALSE;Apocalypse Now ;"Art Direction: Dean Tavoularis, Angelo Graham; Set Decoration: George R. Nelson"
1979;52;Art Direction;FALSE;The China Syndrome ;"Art Direction: George Jenkins; Set Decoration: Arthur Jeph Parker"
1979;52;Art Direction;FALSE;Star Trek - The Motion Picture ;"Art Direction: Harold Michelson, Joe Jennings, Leon Harris, John Vallone; Set Decoration: Linda DeScenna"
1979;52;Cinematography;FALSE;All That Jazz ;Giuseppe Rotunno
1979;52;Cinematography;TRUE;Apocalypse Now ;Vittorio Storaro
1979;52;Cinematography;FALSE;The Black Hole ;Frank Phillips
1979;52;Cinematography;FALSE;Kramer vs. Kramer ;Nestor Almendros
1979;52;Cinematography;FALSE;1941;William A. Fraker
1979;52;Costume Design;FALSE;Agatha ;Shirley Russell
1979;52;Costume Design;TRUE;All That Jazz ;Albert Wolsky
1979;52;Costume Design;FALSE;Butch and Sundance: The Early Days ;William Ware Theiss
1979;52;Costume Design;FALSE;The Europeans ;Judy Moorcroft
1979;52;Costume Design;FALSE;La Cage aux Folles ;Piero Tosi, Ambra Danon
1979;52;Directing;FALSE;All That Jazz ;Bob Fosse
1979;52;Directing;FALSE;Apocalypse Now ;Francis Coppola
1979;52;Directing;FALSE;Breaking Away ;Peter Yates
1979;52;Directing;TRUE;Kramer vs. Kramer ;Robert Benton
1979;52;Directing;FALSE;La Cage aux Folles ;Edouard Molinaro
1979;52;Documentary (Feature);TRUE;Best Boy ;Ira Wohl, Producer
1979;52;Documentary (Feature);FALSE;Generation on the Wind ;David A. Vassar, Producer
1979;52;Documentary (Feature);FALSE;Going the Distance ;Paul Cowan and Jacques Bobet, Producers
1979;52;Documentary (Feature);FALSE;The Killing Ground ;Steve Singer and Tom Priestley, Producers
1979;52;Documentary (Feature);FALSE;The War at Home ;Glenn Silber and Barry Alexander Brown, Producers
1979;52;Documentary (Short Subject);FALSE;Dae ;Risto Teofilovski, Producer
1979;52;Documentary (Short Subject);FALSE;Koryo Celadon ;Donald A. Connolly and James R. Messenger, Producers
1979;52;Documentary (Short Subject);FALSE;Nails ;Phillip Borsos, Producer
1979;52;Documentary (Short Subject);TRUE;Paul Robeson: Tribute to an Artist ;Saul J. Turell, Producer
1979;52;Documentary (Short Subject);FALSE;Remember Me ;Dick Young, Producer
1979;52;Film Editing;TRUE;All That Jazz ;Alan Heim
1979;52;Film Editing;FALSE;Apocalypse Now ;Richard Marks, Walter Murch, Gerald B. Greenberg, Lisa Fruchtman
1979;52;Film Editing;FALSE;The Black Stallion ;Robert Dalva
